Date,Close,High,Low,Open,Volume,Trend,Seasonal,Residual,Volatility,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Log_Return,CPI,Inflation_Rate,Interest_Rate,Volume_outlier,Volume_corrected,Short_MA,Long_MA,Short_Volatility,Long_Volatility,SMA_20,EMA_20,Lag_1,Lag_5,Lag_10,Volatility_Volume_Product,Interest_Rate_Change,Interest_Rate_to_Return
2000-01-03,1455.219971,1478.0,1438.359985,1469.25,931800000,0.0,1.009606498559649,0.0,0.0,0.0,-1.6349705228527267,0,0.0,169.34516129032258,0.0,5.43,False,931800000.0,1455.219971,1455.219971,0.0,0.0,0.0,1455.219971,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,1399.420044,1455.219971,1397.430054,1455.219971,1009000000,0.0,1.0113095133535517,0.0,0.0,0.08285039708091868,-1.5836783207385792,0,-0.03909917550586638,169.36774193548388,0.0,5.38,False,1009000000.0,1427.3200075,1427.3200075,39.45650677141435,39.45650677141435,0.0,1449.905692238095,1455.219971,0.0,0.0,0.0,0.0,0.0
2000-01-05,1402.109985,1413.27002,1377.680054,1399.420044,1085500000,0.0,1.011641592022211,0.0,0.0,0.07581764122893953,-1.5328512033586275,0,0.0019203376717690415,169.39032258064518,0.0,5.41,False,1085500000.0,1418.9166666666667,1418.9166666666667,31.468339244148787,31.468339244148787,0.0,1445.3537201201812,1399.420044,0.0,0.0,0.0,0.0,0.0
2000-01-06,1403.449951,1411.900024,1392.099976,1402.109985,1092300000,0.0,1.0089761837717726,0.0,0.0,0.006264394288346464,-1.5283332373692984,0,0.0009552218683290303,169.41290322580647,0.0,5.54,False,1092300000.0,1415.0499877500001,1415.0499877500001,26.83236366594642,26.83236366594642,0.0,1441.362884965878,1402.109985,0.0,0.0,0.0,0.0,0.0
2000-01-07,1441.469971,1441.469971,1400.72998,1403.449951,1225200000,0.0,1.007110010386769,0.0,0.0,0.12166987091458381,-1.4400335785484408,0,0.02672995005828958,169.43548387096774,0.0,5.61,False,1225200000.0,1420.3339844,1420.3339844,26.06884937837217,26.06884937837217,0.0,1441.3730836357945,1403.449951,0.0,0.0,0.0,0.0,0.0
2000-01-10,1457.599976,1464.359985,1441.469971,1441.469971,1064800000,0.0,1.0077884101644525,0.0,0.0,-0.1309174012406138,-1.5466044233555556,0,0.011127824951257899,169.5032258064516,0.0,5.74,False,1064800000.0,1426.544983,1426.544983,27.841101773906374,27.841101773906374,0.0,1442.918501956195,1441.469971,1455.219971,0.0,0.0,0.0,0.0
2000-01-11,1438.560059,1458.660034,1434.420044,1457.599976,1014000000,0.0,1.0061587308736957,0.0,0.0,-0.04770848985725018,-1.580356286922896,0,-0.013148576790573768,169.5258064516129,0.0,5.63,False,1014000000.0,1428.2614224285714,1428.2614224285714,25.81786733067867,25.81786733067867,0.0,1442.5034121508431,1457.599976,1399.420044,0.0,0.0,0.0,0.0
2000-01-12,1432.25,1442.599976,1427.079956,1438.560059,974600000,0.0,1.0051575171974465,0.0,0.0,-0.0388560157790927,-1.606533913390479,0,-0.004396019961010188,169.5483870967742,0.0,5.59,False,974600000.0,1428.759994625,1428.759994625,23.944262057029857,23.944262057029857,0.0,1441.5268967079057,1438.560059,1402.109985,0.0,0.0,0.0,0.0
2000-01-13,1449.680054,1454.199951,1432.25,1432.25,1030400000,0.0,1.0015380688167395,0.0,0.0,0.05725425815719265,-1.5694600160074554,0,0.012096245364814217,169.5709677419355,0.0,5.58,False,1030400000.0,1431.0844456666666,1431.0844456666666,23.45824755986049,23.45824755986049,0.0,1442.3033878785814,1432.25,1403.449951,0.0,0.0,0.0,0.0
2000-01-14,1465.150024,1473.0,1449.680054,1449.680054,1085900000,0.0,0.9999543640707304,0.0,0.0,0.05386257763975166,-1.5325854406533728,0,0.010614763015335722,169.59354838709677,0.0,5.56,False,1085900000.0,1434.4910035,1434.4910035,24.60066009300386,24.60066009300386,0.0,1444.4792579853831,1449.680054,1441.469971,0.0,0.0,0.0,0.0
2000-01-18,1455.140015,1465.150024,1451.300049,1465.150024,1056700000,0.0,1.0015235032087166,0.0,0.0,-0.026890137213371412,-1.551986118136962,0,-0.006855516452527174,169.68387096774194,0.0,5.83,False,1056700000.0,1436.3681863636364,1436.3681863636364,24.15440332215206,24.15440332215206,0.0,1445.4945681772513,1465.150024,1457.599976,1455.219971,0.0,0.0,0.0
